shipment_id,origin,destination,delay_days
SHP03005,USA,India,14
SHP03006,Germany,Japan,18
SHP03007,Germany,USA,9
SHP03008,Japan,China,22
SHP03009,Germany,USA,11
SHP03010,Japan,USA,23
SHP03011,Japan,China,20
SHP03012,China,Germany,29
SHP03013,India,Germany,5
SHP03014,Japan,USA,5
SHP03015,India,India,16
SHP03016,Germany,India,1
SHP03017,India,India,3
SHP03018,India,Japan,13
SHP03019,USA,Germany,17
SHP03020,USA,Japan,2
SHP03021,India,China,12
SHP03022,India,USA,30
SHP03023,Japan,India,1
SHP03024,China,Japan,5
SHP03025,Germany,India,16
SHP03026,USA,Germany,9
SHP03027,Japan,USA,27
SHP03028,USA,India,25
SHP03029,USA,USA,6
SHP03030,USA,China,26
SHP03031,India,China,4
SHP03032,Germany,China,7
SHP03033,India,Germany,10
SHP03034,Germany,India,13
SHP03035,China,USA,5
SHP03036,USA,India,24
SHP03037,Germany,Germany,12
SHP03038,India,Germany,13
SHP03039,China,USA,16
SHP03040,Germany,China,9
SHP03041,Japan,USA,3
SHP03042,India,Japan,25
SHP03043,Germany,Germany,24
SHP03044,USA,Japan,9
SHP03045,USA,Japan,19
SHP03046,USA,India,9
SHP03047,China,Japan,28
SHP03048,Japan,China,10
SHP03049,India,India,11
SHP03050,Germany,India,2
SHP03051,USA,China,2
SHP03052,Japan,India,26
SHP03053,Japan,Germany,22
SHP03054,China,India,23
SHP03055,China,Japan,12
SHP03056,Germany,India,20
SHP03057,Germany,Germany,18
SHP03058,Japan,Germany,18
SHP03059,USA,China,17
SHP03060,Japan,Japan,21
SHP03061,Japan,USA,15
SHP03062,Japan,India,11
SHP03063,India,Japan,24
SHP03064,Germany,India,13
SHP03065,Germany,China,20
SHP03066,USA,Japan,16
SHP03067,India,Germany,15
SHP03068,Japan,Germany,29
SHP03069,India,Japan,26
SHP03070,India,India,3
SHP03071,Germany,USA,8
SHP03072,Japan,China,14
SHP03073,China,Germany,30
SHP03074,USA,USA,10
SHP03075,India,Germany,16
SHP03076,USA,Germany,2
SHP03077,Germany,India,1
SHP03078,Japan,USA,28
SHP03079,China,India,17
SHP03080,China,Japan,15
SHP03081,China,India,2
SHP03082,Germany,Germany,15
SHP03083,India,Germany,1
SHP03084,India,Japan,28
SHP03085,USA,Japan,9
SHP03086,Germany,Japan,19
SHP03087,USA,China,30
SHP03088,Japan,Germany,14
SHP03089,Japan,China,26
SHP03090,Germany,China,8
SHP03091,China,USA,14
SHP03092,India,Japan,27
SHP03093,USA,USA,11
SHP03094,China,USA,22
SHP03095,USA,USA,4
SHP03096,India,Japan,4
SHP03097,China,Japan,28
SHP03098,Germany,USA,12
SHP03099,Germany,USA,7
SHP03100,Japan,Germany,17
SHP03101,Germany,China,26
SHP03102,India,China,19
SHP03103,China,Japan,25
SHP03104,USA,USA,17
SHP03105,India,USA,20
SHP03106,USA,Germany,7
SHP03107,USA,China,20
SHP03108,Japan,China,28
SHP03109,USA,China,16
SHP03110,India,Germany,14
SHP03111,Japan,USA,17
SHP03112,USA,Japan,15
SHP03113,Germany,China,21
SHP03114,China,China,2
SHP03115,India,Germany,28
SHP03116,Japan,USA,3
SHP03117,Japan,Germany,23
SHP03118,China,Germany,28
SHP03119,Germany,India,3
SHP03120,Japan,India,9
SHP03121,India,Japan,5
SHP03122,China,China,8
SHP03123,Germany,China,26
SHP03124,Japan,USA,8
SHP03125,China,Germany,21
SHP03126,China,Germany,12
SHP03127,India,USA,9
SHP03128,India,USA,26
SHP03129,China,India,10
SHP03130,Germany,China,12
SHP03131,USA,China,3
SHP03132,China,USA,9
SHP03133,China,Germany,5
SHP03134,Germany,India,5
SHP03135,Japan,India,20
SHP03136,China,China,30
SHP03137,Germany,China,8
SHP03138,China,Japan,23
SHP03139,USA,India,24
SHP03140,China,India,24
SHP03141,China,USA,5
SHP03142,Germany,Japan,26
SHP03143,China,India,1
SHP03144,India,China,8
SHP03145,China,India,10
SHP03146,USA,China,12
SHP03147,Japan,Germany,13
SHP03148,USA,India,12
SHP03149,China,USA,21
SHP03150,Germany,USA,19
SHP03151,Japan,India,17
SHP03152,China,Japan,14
SHP03153,USA,India,3
SHP03154,Germany,USA,7
SHP03155,USA,China,18
SHP03156,Germany,India,1
SHP03157,China,Japan,21
SHP03158,India,India,20
SHP03159,Germany,USA,20
SHP03160,Japan,India,28
SHP03161,Germany,China,12
SHP03162,Germany,China,18
SHP03163,Japan,Germany,3
SHP03164,China,Japan,10
SHP03165,Germany,Germany,13
SHP03166,Japan,China,28
SHP03167,China,Japan,16
SHP03168,Germany,China,7
SHP03169,Germany,China,11
SHP03170,Japan,USA,28
SHP03171,USA,India,2
SHP03172,India,Japan,5
SHP03173,Japan,USA,27
SHP03174,Germany,USA,21
SHP03175,Japan,India,14
SHP03176,Germany,Japan,9
SHP03177,Germany,Japan,5
SHP03178,Japan,USA,9
SHP03179,China,Germany,21
SHP03180,India,Japan,8
SHP03181,India,Germany,3
SHP03182,India,Japan,17
SHP03183,Japan,China,10
SHP03184,Japan,Germany,23
SHP03185,China,India,19
SHP03186,USA,China,0
SHP03187,Japan,China,21
SHP03188,USA,India,5
SHP03189,USA,Japan,14
SHP03190,China,USA,12
SHP03191,Japan,India,14
SHP03192,Germany,India,5
SHP03193,China,Germany,29
SHP03194,Germany,Germany,27
SHP03195,Japan,USA,14
SHP03196,Japan,China,3
SHP03197,Germany,India,30
SHP03198,China,Japan,22
SHP03199,Germany,Germany,14
SHP03200,USA,Japan,21
SHP03201,India,India,20
SHP03202,Germany,Japan,18
SHP03203,India,Germany,11
SHP03204,China,Japan,17
SHP03205,China,Germany,12
SHP03206,USA,Germany,18
SHP03207,USA,China,5
SHP03208,USA,India,21
SHP03209,Japan,USA,13
SHP03210,Japan,India,13
SHP03211,Germany,Germany,12
SHP03212,Japan,Japan,27
SHP03213,India,India,6
SHP03214,India,Germany,7
SHP03215,India,Germany,30
SHP03216,Germany,China,12
SHP03217,USA,USA,20
SHP03218,Germany,USA,19
SHP03219,India,Japan,17
SHP03220,USA,USA,4
SHP03221,USA,Japan,17
SHP03222,USA,Germany,5
SHP03223,USA,Japan,24
SHP03224,China,Germany,8
SHP03225,USA,China,2
SHP03226,Japan,India,6
SHP03227,USA,USA,19
SHP03228,Germany,China,12
SHP03229,China,USA,13
SHP03230,USA,China,5
SHP03231,Germany,India,29
SHP03232,USA,Japan,18
SHP03233,Germany,USA,10
SHP03234,Japan,Germany,10
SHP03235,China,Japan,16
SHP03236,India,USA,30
SHP03237,Japan,India,6
SHP03238,China,India,3
SHP03239,USA,Japan,22
SHP03240,Japan,Germany,19
SHP03241,USA,USA,16
SHP03242,China,Germany,28
SHP03243,USA,Japan,24
SHP03244,India,China,8
SHP03245,China,Germany,1
SHP03246,India,Japan,0
SHP03247,USA,Japan,21
SHP03248,India,USA,28
SHP03249,Germany,Germany,19
SHP03250,India,Japan,13
SHP03251,India,India,23
SHP03252,Japan,China,17
SHP03253,Germany,USA,4
SHP03254,China,Germany,8
SHP03255,India,USA,16
SHP03256,USA,USA,16
SHP03257,Germany,India,8
SHP03258,Japan,China,11
SHP03259,USA,India,16
SHP03260,USA,Germany,17
SHP03261,Japan,USA,1
SHP03262,Germany,Japan,24
SHP03263,China,India,18
SHP03264,Germany,Japan,14
SHP03265,USA,Germany,19
SHP03266,Germany,USA,28
SHP03267,China,Japan,28
SHP03268,Germany,Germany,28
SHP03269,USA,India,30
SHP03270,India,Germany,13
SHP03271,Japan,Germany,8
SHP03272,India,China,22
SHP03273,China,China,26
SHP03274,Germany,Japan,16
SHP03275,USA,India,4
SHP03276,China,China,25
SHP03277,India,USA,10
SHP03278,Japan,USA,4
SHP03279,China,USA,26
SHP03280,China,Japan,27
SHP03281,USA,Germany,21
SHP03282,India,China,13
SHP03283,India,China,23
SHP03284,China,USA,3
SHP03285,India,Japan,11
SHP03286,USA,Japan,10
SHP03287,India,India,0
SHP03288,Japan,USA,10
SHP03289,Japan,China,21
SHP03290,India,Germany,21
SHP03291,Japan,India,13
SHP03292,Japan,USA,26
SHP03293,India,China,18
SHP03294,Germany,India,12
SHP03295,Japan,Germany,12
SHP03296,India,China,2
SHP03297,Germany,Japan,26
SHP03298,Germany,India,22
SHP03299,Germany,China,18
SHP03300,Germany,Germany,1
SHP03301,USA,India,15
SHP03302,Germany,USA,21
SHP03303,China,USA,7
SHP03304,USA,Germany,5
SHP03305,India,China,29
SHP03306,Japan,India,10
SHP03307,Germany,Germany,2
SHP03308,USA,Germany,11
SHP03309,China,USA,28
SHP03310,India,Japan,15
SHP03311,USA,Germany,1
SHP03312,Japan,Germany,3
SHP03313,Japan,Germany,16
SHP03314,India,China,25
SHP03315,Germany,China,8
SHP03316,India,USA,24
SHP03317,USA,Japan,10
SHP03318,China,China,3
SHP03319,USA,USA,28
SHP03320,USA,Japan,29
SHP03321,USA,Japan,21
SHP03322,Germany,Japan,20
SHP03323,India,USA,26
SHP03324,Germany,China,7
SHP03325,Japan,Germany,17
SHP03326,USA,China,4
SHP03327,India,USA,18
SHP03328,China,India,11
SHP03329,USA,India,10
SHP03330,Germany,China,24
SHP03331,Germany,Japan,28
SHP03332,India,China,18
SHP03333,Japan,Japan,18
SHP03334,Japan,USA,17
SHP03335,India,China,27
SHP03336,Germany,China,7
SHP03337,Germany,Japan,30
SHP03338,Germany,Germany,24
SHP03339,USA,China,15
SHP03340,Japan,Japan,19
SHP03341,Japan,Germany,13
SHP03342,USA,China,23
SHP03343,Japan,China,21
SHP03344,China,India,29
SHP03345,Germany,China,14
SHP03346,China,India,1
SHP03347,India,Japan,17
SHP03348,China,China,3
SHP03349,Japan,Japan,22
SHP03350,Germany,China,0
SHP03351,USA,Japan,15
SHP03352,India,Japan,4
SHP03353,USA,Germany,30
SHP03354,Japan,Japan,0
SHP03355,Germany,Germany,16
SHP03356,Germany,India,1
SHP03357,USA,Japan,0
SHP03358,India,India,28
SHP03359,China,Germany,4
SHP03360,USA,USA,12
SHP03361,USA,Japan,12
SHP03362,Japan,Japan,15
SHP03363,USA,USA,19
SHP03364,USA,Germany,6
SHP03365,Japan,Japan,12
SHP03366,Germany,China,26
SHP03367,USA,Germany,24
SHP03368,Japan,Japan,22
SHP03369,Germany,Japan,12
SHP03370,Japan,Japan,15
SHP03371,India,Japan,25
SHP03372,USA,India,14
SHP03373,Japan,USA,8
SHP03374,India,Germany,0
SHP03375,China,China,24
SHP03376,USA,Japan,8
SHP03377,Germany,USA,10
SHP03378,China,China,27
SHP03379,Germany,Japan,15
SHP03380,Germany,Japan,4
SHP03381,USA,China,29
SHP03382,Germany,China,22
SHP03383,USA,India,12
SHP03384,Japan,India,5
SHP03385,USA,India,18
SHP03386,Japan,Germany,4
SHP03387,China,China,11
SHP03388,USA,India,26
SHP03389,China,India,19
SHP03390,Germany,USA,4
SHP03391,Germany,India,24
SHP03392,India,USA,15
SHP03393,Germany,Germany,17
SHP03394,Germany,Germany,3
SHP03395,India,China,1
SHP03396,USA,India,15
SHP03397,Japan,Germany,6
SHP03398,China,India,29
SHP03399,USA,China,28
SHP03400,China,India,20
SHP03401,USA,Germany,4
SHP03402,USA,USA,7
SHP03403,Germany,China,29
SHP03404,Germany,USA,24
SHP03405,Germany,India,23
SHP03406,India,USA,0
SHP03407,China,India,12
SHP03408,India,USA,11
SHP03409,Japan,China,0
SHP03410,Japan,India,1
SHP03411,India,China,16
SHP03412,Germany,India,5
SHP03413,Japan,Japan,14
SHP03414,Japan,India,18
SHP03415,Germany,India,4
SHP03416,India,China,4
SHP03417,India,China,2
SHP03418,Japan,USA,10
SHP03419,Japan,USA,3
SHP03420,China,Germany,20
SHP03421,China,USA,28
SHP03422,Japan,China,27
SHP03423,India,USA,28
SHP03424,Germany,India,3
SHP03425,Japan,Japan,15
SHP03426,Japan,USA,29
SHP03427,USA,Japan,17
SHP03428,India,USA,11
SHP03429,China,Germany,22
SHP03430,Germany,USA,11
SHP03431,Japan,India,25
SHP03432,India,Japan,11
SHP03433,Japan,Japan,1
SHP03434,USA,Germany,25
SHP03435,China,Japan,7
SHP03436,Japan,Japan,30
SHP03437,Germany,India,15
SHP03438,USA,Germany,9
SHP03439,Germany,USA,0
SHP03440,China,Japan,13
SHP03441,Germany,China,20
SHP03442,USA,Germany,28
SHP03443,Japan,Japan,4
SHP03444,India,India,24
SHP03445,Germany,Japan,7
SHP03446,China,Japan,24
SHP03447,Germany,China,19
SHP03448,India,Japan,23
SHP03449,India,Japan,22
SHP03450,USA,China,0
SHP03451,China,China,17
SHP03452,USA,China,15
SHP03453,Japan,China,28
SHP03454,USA,China,18
SHP03455,China,Germany,11
SHP03456,Japan,China,10
SHP03457,USA,Germany,13
SHP03458,Japan,India,6
SHP03459,Germany,China,19
SHP03460,Germany,China,13
SHP03461,China,Japan,15
SHP03462,China,India,20
SHP03463,Germany,Germany,9
SHP03464,India,Japan,28
SHP03465,Japan,Japan,16
SHP03466,Japan,China,9
SHP03467,India,China,28
SHP03468,Germany,Germany,3
SHP03469,India,Germany,9
SHP03470,China,USA,19
SHP03471,Japan,USA,2
SHP03472,Germany,Japan,22
SHP03473,Japan,India,26
SHP03474,China,Japan,25
SHP03475,USA,China,6
SHP03476,USA,Germany,12
SHP03477,China,USA,21
SHP03478,USA,USA,5
SHP03479,Japan,India,1
SHP03480,China,India,25
SHP03481,China,Germany,16
SHP03482,USA,Japan,13
SHP03483,Japan,China,8
SHP03484,China,China,26
SHP03485,India,China,30
SHP03486,China,India,26
SHP03487,Germany,Japan,9
SHP03488,Germany,China,1
SHP03489,Japan,India,15
SHP03490,India,China,8
SHP03491,India,USA,9
SHP03492,India,Japan,13
SHP03493,Germany,India,8
SHP03494,China,China,29
SHP03495,USA,USA,30
SHP03496,India,Germany,17
SHP03497,Germany,China,27
SHP03498,Japan,Japan,19
SHP03499,India,Japan,11
SHP03500,China,Japan,2
SHP03501,Germany,China,27
SHP03502,USA,Germany,14
SHP03503,India,India,20
SHP03504,Japan,USA,3
SHP03505,USA,China,22
SHP03506,USA,India,17
SHP03507,Germany,Japan,19
SHP03508,India,India,28
SHP03509,Japan,China,10
SHP03510,Japan,China,15
SHP03511,India,USA,14
SHP03512,USA,Japan,29
SHP03513,China,China,25
SHP03514,China,Japan,21
SHP03515,Germany,Germany,1
SHP03516,USA,India,4
SHP03517,Japan,China,30
SHP03518,India,India,9
SHP03519,India,Japan,15
SHP03520,China,China,14
SHP03521,Germany,USA,15
SHP03522,Germany,Japan,10
SHP03523,Germany,Germany,1
SHP03524,USA,USA,8
SHP03525,USA,USA,18
SHP03526,USA,USA,17
SHP03527,Japan,Japan,22
SHP03528,India,India,15
SHP03529,Japan,USA,29
SHP03530,Germany,India,24
SHP03531,USA,USA,27
SHP03532,USA,USA,4
SHP03533,India,China,2
SHP03534,USA,China,24
SHP03535,Germany,China,12
SHP03536,India,Germany,11
SHP03537,India,India,10
SHP03538,Japan,Japan,9
SHP03539,China,India,28
SHP03540,Germany,USA,30
SHP03541,China,USA,28
SHP03542,China,USA,15
SHP03543,China,USA,23
SHP03544,India,India,11
SHP03545,USA,Japan,30
SHP03546,Germany,China,4
SHP03547,Japan,China,26
SHP03548,USA,India,1
SHP03549,China,China,0
SHP03550,USA,India,7
SHP03551,Japan,China,16
SHP03552,Germany,China,23
SHP03553,Germany,USA,11
SHP03554,Japan,USA,21
SHP03555,Germany,Germany,11
SHP03556,Germany,Japan,13
SHP03557,USA,Japan,7
SHP03558,Germany,Japan,1
SHP03559,USA,USA,29
SHP03560,India,Germany,11
SHP03561,China,USA,16
SHP03562,Germany,China,5
SHP03563,Japan,Germany,26
SHP03564,India,India,18
SHP03565,Japan,Germany,1
SHP03566,USA,Germany,2
SHP03567,Germany,USA,24
SHP03568,Germany,Germany,29
SHP03569,USA,China,1
SHP03570,India,Japan,7
SHP03571,China,India,14
SHP03572,China,India,14
SHP03573,India,China,20
SHP03574,China,Japan,8
SHP03575,Japan,Japan,4
SHP03576,China,India,25
SHP03577,Japan,Germany,21
SHP03578,India,USA,14
SHP03579,USA,Japan,24
SHP03580,China,USA,23
SHP03581,USA,Japan,6
SHP03582,China,USA,14
SHP03583,Germany,Germany,3
SHP03584,USA,Germany,30
SHP03585,Germany,Germany,24
SHP03586,China,USA,25
SHP03587,China,Japan,19
SHP03588,Germany,USA,23
SHP03589,USA,USA,23
SHP03590,India,Japan,24
SHP03591,Germany,Japan,25
SHP03592,India,USA,3
SHP03593,Germany,India,20
SHP03594,India,India,12
SHP03595,China,USA,25
SHP03596,Germany,China,1
SHP03597,India,Japan,5
SHP03598,Japan,China,20
SHP03599,Japan,China,18
SHP03600,Germany,Germany,12
SHP03601,India,USA,13
SHP03602,Germany,USA,24
SHP03603,India,Germany,15
SHP03604,India,Germany,23
SHP03605,Germany,Japan,19
SHP03606,USA,India,12
SHP03607,India,China,1
SHP03608,USA,Japan,11
SHP03609,Japan,Germany,19
SHP03610,China,USA,3
SHP03611,Japan,Japan,4
SHP03612,China,India,3
SHP03613,Germany,China,22
SHP03614,India,Germany,6
SHP03615,USA,USA,7
SHP03616,India,China,18
SHP03617,USA,USA,6
SHP03618,India,USA,29
SHP03619,Germany,Japan,18
SHP03620,India,India,1
SHP03621,India,Japan,13
SHP03622,China,Japan,3
SHP03623,India,Germany,4
SHP03624,India,India,28
SHP03625,Germany,USA,10
SHP03626,Germany,India,29
SHP03627,Japan,USA,30
SHP03628,Germany,China,11
SHP03629,China,Japan,3
SHP03630,India,USA,13
SHP03631,India,Japan,9
SHP03632,Germany,China,29
SHP03633,Japan,USA,2
SHP03634,Japan,Japan,25
SHP03635,India,China,4
SHP03636,USA,Germany,10
SHP03637,Germany,China,10
SHP03638,India,China,25
SHP03639,Japan,India,17
SHP03640,India,China,17
SHP03641,Japan,India,19
SHP03642,Japan,India,4
SHP03643,India,Germany,26
SHP03644,USA,Germany,24
SHP03645,China,USA,20
SHP03646,Germany,Japan,19
SHP03647,India,Germany,26
SHP03648,China,India,5
SHP03649,India,USA,0
SHP03650,USA,China,11
SHP03651,USA,USA,26
SHP03652,Japan,China,12
SHP03653,China,China,2
SHP03654,India,Japan,20
SHP03655,India,Germany,2
SHP03656,India,USA,7
SHP03657,USA,Germany,6
SHP03658,India,China,14
SHP03659,Japan,Japan,8
SHP03660,Japan,China,25
SHP03661,USA,China,26
SHP03662,China,China,8
SHP03663,China,USA,25
SHP03664,India,USA,7
SHP03665,Japan,Japan,7
SHP03666,China,Japan,26
SHP03667,India,India,6
SHP03668,Germany,USA,23
SHP03669,India,USA,27
SHP03670,India,USA,27
SHP03671,Japan,Germany,28
SHP03672,Germany,China,24
SHP03673,Japan,USA,7
SHP03674,India,China,5
SHP03675,Germany,Japan,7
SHP03676,Germany,China,29
SHP03677,USA,Germany,19
SHP03678,India,China,16
SHP03679,Japan,USA,4
SHP03680,USA,China,4
SHP03681,India,USA,18
SHP03682,China,USA,0
SHP03683,Japan,Germany,1
SHP03684,China,Japan,22
SHP03685,Japan,USA,1
SHP03686,USA,Germany,6
SHP03687,Germany,Germany,29
SHP03688,China,Germany,30
SHP03689,India,USA,25
SHP03690,India,USA,7
SHP03691,USA,India,6
SHP03692,Germany,USA,25
SHP03693,China,USA,18
SHP03694,Japan,Japan,15
SHP03695,China,India,8
SHP03696,USA,USA,0
SHP03697,USA,USA,0
SHP03698,Japan,Germany,4
SHP03699,India,Japan,18
SHP03700,Japan,China,12
SHP03701,Germany,USA,22
SHP03702,USA,USA,11
SHP03703,China,USA,30
SHP03704,Germany,China,19
SHP03705,Germany,Japan,8
SHP03706,USA,Germany,20
SHP03707,China,USA,22
SHP03708,USA,Japan,16
SHP03709,Japan,Japan,6
SHP03710,USA,India,16
SHP03711,USA,China,15
SHP03712,USA,Germany,8
SHP03713,China,Japan,29
SHP03714,India,Japan,24
SHP03715,Germany,Japan,20
SHP03716,Japan,Germany,3
SHP03717,India,Germany,14
SHP03718,Japan,India,8
SHP03719,Japan,Germany,15
SHP03720,India,China,19
SHP03721,USA,Germany,27
SHP03722,USA,USA,26
SHP03723,China,China,5
SHP03724,Japan,Germany,11
SHP03725,USA,USA,12
SHP03726,China,USA,14
SHP03727,Germany,China,13
SHP03728,Japan,China,4
SHP03729,Germany,Germany,26
SHP03730,China,India,12
SHP03731,China,Japan,29
SHP03732,India,China,17
SHP03733,India,India,5
SHP03734,Germany,Japan,0
SHP03735,India,China,2
SHP03736,China,Japan,18
SHP03737,India,Japan,6
SHP03738,USA,India,16
SHP03739,India,China,28
SHP03740,Japan,USA,29
SHP03741,Japan,India,24
SHP03742,China,USA,15
SHP03743,Japan,India,14
SHP03744,India,India,17
SHP03745,Germany,USA,26
SHP03746,USA,Japan,10
SHP03747,Japan,USA,28
SHP03748,India,Germany,17
SHP03749,Germany,Germany,8
SHP03750,China,USA,16
SHP03751,China,Germany,6
SHP03752,India,Japan,15
SHP03753,USA,Germany,19
SHP03754,India,Japan,30
SHP03755,China,Germany,30
SHP03756,India,Germany,22
SHP03757,India,Germany,29
SHP03758,Germany,Japan,15
SHP03759,Japan,Japan,24
SHP03760,Germany,Germany,13
SHP03761,Germany,India,3
SHP03762,India,India,2
SHP03763,Japan,China,0
SHP03764,Japan,USA,3
SHP03765,India,India,15
SHP03766,Japan,India,25
SHP03767,China,USA,28
SHP03768,China,USA,30
SHP03769,Japan,Germany,17
SHP03770,USA,USA,22
SHP03771,Japan,Japan,10
SHP03772,China,Japan,29
SHP03773,Germany,India,9
SHP03774,China,India,1
SHP03775,India,Germany,3
SHP03776,India,India,8
SHP03777,USA,Germany,17
SHP03778,Germany,Germany,15
SHP03779,India,Germany,28
SHP03780,Germany,Germany,5
SHP03781,Japan,Japan,14
SHP03782,Japan,Germany,10
SHP03783,Japan,USA,2
SHP03784,USA,India,23
SHP03785,Germany,China,6
SHP03786,Germany,China,11
SHP03787,USA,China,28
SHP03788,Japan,China,22
SHP03789,Japan,Germany,18
SHP03790,Germany,Japan,12
SHP03791,Japan,Japan,3
SHP03792,Japan,USA,9
SHP03793,USA,China,5
SHP03794,India,Germany,26
SHP03795,USA,Japan,16
SHP03796,China,India,21
SHP03797,Germany,USA,28
SHP03798,India,Japan,1
SHP03799,USA,China,18
SHP03800,USA,USA,15
SHP03801,China,Japan,26
SHP03802,Germany,India,23
SHP03803,USA,Japan,15
SHP03804,China,India,27
SHP03805,Japan,USA,0
SHP03806,India,Germany,13
SHP03807,India,Germany,6
SHP03808,India,China,26
SHP03809,China,Japan,29
SHP03810,China,China,7
SHP03811,Japan,Germany,4
SHP03812,China,USA,25
SHP03813,Japan,USA,18
SHP03814,USA,China,22
SHP03815,Japan,Germany,19
SHP03816,Germany,Germany,13
SHP03817,USA,China,6
SHP03818,USA,India,10
SHP03819,Germany,China,16
SHP03820,Germany,Japan,19
SHP03821,Germany,USA,13
SHP03822,USA,Japan,14
SHP03823,USA,China,19
SHP03824,Japan,Germany,12
SHP03825,China,China,11
SHP03826,India,India,27
SHP03827,India,China,30
SHP03828,USA,China,6
SHP03829,India,Japan,4
SHP03830,India,USA,0
SHP03831,USA,China,29
SHP03832,India,USA,12
SHP03833,USA,Germany,4
SHP03834,Japan,China,18
SHP03835,Japan,India,25
SHP03836,China,India,25
SHP03837,Japan,Japan,9
SHP03838,Germany,China,19
SHP03839,USA,India,27
SHP03840,Germany,Germany,29
SHP03841,Japan,China,27
SHP03842,USA,China,19
SHP03843,China,Germany,7
SHP03844,Japan,USA,7
SHP03845,China,Germany,15
SHP03846,China,USA,20
SHP03847,China,Germany,25
SHP03848,USA,India,1
SHP03849,Japan,India,7
SHP03850,Japan,India,14
SHP03851,India,China,10
SHP03852,USA,India,13
SHP03853,Germany,USA,6
SHP03854,Japan,China,29
SHP03855,USA,Japan,10
SHP03856,China,Japan,21
SHP03857,USA,Germany,7
SHP03858,Germany,China,1
SHP03859,Japan,India,24
SHP03860,India,Germany,30
SHP03861,USA,Japan,25
SHP03862,India,China,8
SHP03863,Germany,Germany,26
SHP03864,China,China,4
SHP03865,Japan,Japan,26
SHP03866,India,USA,29
SHP03867,USA,USA,24
SHP03868,USA,Germany,9
SHP03869,India,USA,5
SHP03870,China,USA,22
SHP03871,China,China,21
SHP03872,India,India,9
SHP03873,Germany,USA,23
SHP03874,China,USA,0
SHP03875,Japan,Japan,10
SHP03876,Germany,China,30
SHP03877,Germany,India,14
SHP03878,India,China,27
SHP03879,India,USA,28
SHP03880,Japan,India,12
SHP03881,Japan,Japan,25
SHP03882,Germany,Japan,1
SHP03883,China,Japan,27
SHP03884,India,Germany,30
SHP03885,Germany,Japan,26
SHP03886,China,China,9
SHP03887,Japan,Japan,20
SHP03888,USA,China,14
SHP03889,Japan,China,24
SHP03890,Germany,Germany,23
SHP03891,China,USA,27
SHP03892,India,Japan,1
SHP03893,Germany,Japan,21
SHP03894,China,India,17
SHP03895,China,Japan,8
SHP03896,India,Germany,19
SHP03897,Germany,China,8
SHP03898,USA,China,0
SHP03899,Germany,Japan,16
SHP03900,India,Japan,13
SHP03901,India,Germany,1
SHP03902,Japan,USA,16
SHP03903,China,India,12
SHP03904,USA,Germany,2
SHP03905,Japan,India,0
SHP03906,Germany,India,10
SHP03907,Germany,China,11
SHP03908,Germany,China,11
SHP03909,Japan,Japan,20
SHP03910,Japan,Germany,9
SHP03911,USA,China,16
SHP03912,China,India,16
SHP03913,India,Japan,17
SHP03914,USA,USA,19
SHP03915,Japan,Germany,30
SHP03916,China,USA,29
SHP03917,India,India,17
SHP03918,India,Japan,15
SHP03919,USA,USA,9
SHP03920,India,USA,23
SHP03921,Japan,USA,20
SHP03922,USA,China,8
SHP03923,Germany,Japan,5
SHP03924,Germany,USA,30
SHP03925,USA,Japan,6
SHP03926,USA,India,1
SHP03927,India,China,3
SHP03928,India,India,24
SHP03929,Germany,USA,2
SHP03930,Germany,USA,8
SHP03931,USA,China,2
SHP03932,India,China,18
SHP03933,Japan,USA,21
SHP03934,China,India,1
SHP03935,USA,Germany,0
SHP03936,USA,USA,30
SHP03937,USA,USA,30
SHP03938,India,Japan,6
SHP03939,India,Germany,25
SHP03940,India,India,25
SHP03941,China,Japan,5
SHP03942,India,India,23
SHP03943,Germany,Japan,6
SHP03944,India,China,8
SHP03945,China,USA,15
SHP03946,India,India,28
SHP03947,India,Japan,20
SHP03948,Germany,China,5
SHP03949,Germany,China,23
SHP03950,Japan,China,26
SHP03951,China,USA,17
SHP03952,USA,USA,14
SHP03953,India,China,21
SHP03954,Japan,Germany,5
SHP03955,USA,India,22
SHP03956,Germany,Germany,13
SHP03957,USA,Japan,24
SHP03958,China,Germany,0
SHP03959,Japan,USA,15
SHP03960,USA,Germany,23
SHP03961,China,India,10
SHP03962,Germany,Japan,9
SHP03963,Germany,India,9
SHP03964,China,USA,0
SHP03965,China,USA,11
SHP03966,China,USA,27
SHP03967,USA,China,24
SHP03968,China,Germany,14
SHP03969,Japan,Germany,10
SHP03970,Germany,Germany,23
SHP03971,India,Germany,15
SHP03972,China,USA,16
SHP03973,China,China,10
SHP03974,USA,Japan,7
SHP03975,India,USA,30
SHP03976,Germany,India,24
SHP03977,India,Japan,12
SHP03978,China,USA,20
SHP03979,Germany,USA,24
SHP03980,USA,Germany,26
SHP03981,Japan,China,27
SHP03982,China,China,7
SHP03983,Japan,USA,17
SHP03984,USA,Germany,13
SHP03985,Japan,China,1
SHP03986,India,USA,2
SHP03987,India,Germany,4
SHP03988,USA,Germany,11
SHP03989,USA,India,21
SHP03990,Japan,USA,20
SHP03991,USA,Germany,15
SHP03992,Germany,India,20
SHP03993,Germany,India,27
SHP03994,India,Germany,17
SHP03995,China,China,8
SHP03996,China,Japan,8
SHP03997,USA,China,8
SHP03998,Germany,Germany,19
SHP03999,Germany,Germany,19
SHP04000,India,USA,8
SHP04001,China,Germany,13
