event_id,event_type,severity,impact_score
DIS02405,Flood,Low,74
DIS02406,Cyber Attack,Medium,73
DIS02407,Cyber Attack,Low,99
DIS02408,Supplier Failure,High,89
DIS02409,Port Closure,Low,28
DIS02410,Supplier Failure,High,67
DIS02411,Supplier Failure,Low,46
DIS02412,Port Closure,Medium,90
DIS02413,Supplier Failure,Medium,27
DIS02414,Earthquake,High,89
DIS02415,Cyber Attack,Medium,79
DIS02416,Cyber Attack,Medium,87
DIS02417,Cyber Attack,High,45
DIS02418,Flood,Low,61
DIS02419,Supplier Failure,Medium,63
DIS02420,Port Closure,High,45
DIS02421,Cyber Attack,High,1
DIS02422,Supplier Failure,High,4
DIS02423,Flood,Medium,10
DIS02424,Earthquake,Low,56
DIS02425,Cyber Attack,Medium,57
DIS02426,Port Closure,Low,46
DIS02427,Port Closure,High,49
DIS02428,Flood,Low,9
DIS02429,Flood,High,59
DIS02430,Cyber Attack,Medium,55
DIS02431,Port Closure,Medium,19
DIS02432,Earthquake,Low,41
DIS02433,Supplier Failure,Medium,64
DIS02434,Supplier Failure,High,87
DIS02435,Port Closure,Medium,87
DIS02436,Earthquake,Medium,94
DIS02437,Port Closure,Low,98
DIS02438,Port Closure,Medium,24
DIS02439,Cyber Attack,High,39
DIS02440,Flood,High,96
DIS02441,Earthquake,High,11
DIS02442,Flood,Low,5
DIS02443,Port Closure,Medium,99
DIS02444,Cyber Attack,Low,67
DIS02445,Port Closure,Low,76
DIS02446,Earthquake,High,33
DIS02447,Flood,Medium,28
DIS02448,Cyber Attack,Low,23
DIS02449,Flood,Medium,25
DIS02450,Earthquake,High,82
DIS02451,Flood,Low,40
DIS02452,Port Closure,High,22
DIS02453,Cyber Attack,High,35
DIS02454,Supplier Failure,High,73
DIS02455,Cyber Attack,High,74
DIS02456,Cyber Attack,Medium,8
DIS02457,Supplier Failure,High,32
DIS02458,Cyber Attack,Low,86
DIS02459,Earthquake,Medium,97
DIS02460,Flood,Low,50
DIS02461,Earthquake,Medium,32
DIS02462,Flood,Medium,6
DIS02463,Earthquake,Low,80
DIS02464,Supplier Failure,High,78
DIS02465,Cyber Attack,Medium,82
DIS02466,Supplier Failure,Medium,50
DIS02467,Supplier Failure,Low,69
DIS02468,Supplier Failure,High,8
DIS02469,Supplier Failure,Low,75
DIS02470,Earthquake,High,74
DIS02471,Cyber Attack,Medium,65
DIS02472,Flood,Low,81
DIS02473,Earthquake,High,33
DIS02474,Earthquake,Low,90
DIS02475,Port Closure,Medium,49
DIS02476,Port Closure,Low,92
DIS02477,Flood,High,64
DIS02478,Flood,High,53
DIS02479,Flood,High,70
DIS02480,Flood,Medium,67
DIS02481,Cyber Attack,Low,58
DIS02482,Earthquake,High,71
DIS02483,Supplier Failure,Medium,47
DIS02484,Port Closure,High,28
DIS02485,Flood,Low,23
DIS02486,Port Closure,Low,92
DIS02487,Supplier Failure,Low,27
DIS02488,Earthquake,Medium,84
DIS02489,Flood,High,18
DIS02490,Earthquake,High,51
DIS02491,Cyber Attack,Medium,15
DIS02492,Flood,High,72
DIS02493,Cyber Attack,High,35
DIS02494,Earthquake,Medium,94
DIS02495,Earthquake,High,4
DIS02496,Cyber Attack,Low,100
DIS02497,Flood,Low,47
DIS02498,Port Closure,Low,52
DIS02499,Earthquake,Low,6
DIS02500,Earthquake,High,33
DIS02501,Flood,Medium,57
DIS02502,Supplier Failure,High,32
DIS02503,Cyber Attack,High,56
DIS02504,Flood,Low,43
DIS02505,Flood,High,54
DIS02506,Earthquake,Medium,2
DIS02507,Flood,High,20
DIS02508,Port Closure,Low,37
DIS02509,Earthquake,High,54
DIS02510,Flood,High,37
DIS02511,Port Closure,High,9
DIS02512,Earthquake,Medium,72
DIS02513,Earthquake,High,28
DIS02514,Supplier Failure,Medium,46
DIS02515,Port Closure,High,45
DIS02516,Flood,Low,89
DIS02517,Supplier Failure,Low,71
DIS02518,Supplier Failure,Low,100
DIS02519,Cyber Attack,Medium,1
DIS02520,Cyber Attack,Low,48
DIS02521,Cyber Attack,High,77
DIS02522,Cyber Attack,High,34
DIS02523,Cyber Attack,Low,25
DIS02524,Earthquake,High,58
DIS02525,Flood,High,67
DIS02526,Port Closure,Low,24
DIS02527,Flood,Low,77
DIS02528,Port Closure,High,83
DIS02529,Cyber Attack,Medium,19
DIS02530,Port Closure,High,65
DIS02531,Flood,High,63
DIS02532,Earthquake,Low,21
DIS02533,Cyber Attack,Low,67
DIS02534,Supplier Failure,High,100
DIS02535,Flood,Medium,66
DIS02536,Flood,Medium,79
DIS02537,Cyber Attack,Medium,35
DIS02538,Earthquake,High,82
DIS02539,Earthquake,Medium,94
DIS02540,Earthquake,Medium,53
DIS02541,Supplier Failure,Low,12
DIS02542,Earthquake,Medium,28
DIS02543,Cyber Attack,Low,34
DIS02544,Earthquake,High,71
DIS02545,Port Closure,Low,35
DIS02546,Cyber Attack,High,48
DIS02547,Earthquake,Medium,49
DIS02548,Port Closure,High,39
DIS02549,Earthquake,High,36
DIS02550,Earthquake,Medium,12
DIS02551,Flood,Medium,71
DIS02552,Supplier Failure,High,93
DIS02553,Supplier Failure,High,89
DIS02554,Port Closure,High,76
DIS02555,Cyber Attack,Medium,2
DIS02556,Earthquake,High,29
DIS02557,Supplier Failure,High,5
DIS02558,Flood,High,88
DIS02559,Supplier Failure,Medium,68
DIS02560,Flood,Medium,14
DIS02561,Earthquake,Medium,11
DIS02562,Supplier Failure,High,20
DIS02563,Earthquake,Medium,82
DIS02564,Earthquake,High,84
DIS02565,Supplier Failure,High,42
DIS02566,Supplier Failure,Medium,15
DIS02567,Earthquake,Medium,34
DIS02568,Flood,Medium,9
DIS02569,Cyber Attack,High,59
DIS02570,Port Closure,High,56
DIS02571,Flood,High,77
DIS02572,Port Closure,Medium,87
DIS02573,Earthquake,Low,61
DIS02574,Flood,Medium,20
DIS02575,Flood,Medium,46
DIS02576,Earthquake,Medium,20
DIS02577,Earthquake,Low,94
DIS02578,Flood,High,32
DIS02579,Flood,Low,3
DIS02580,Supplier Failure,Medium,20
DIS02581,Flood,High,67
DIS02582,Cyber Attack,High,94
DIS02583,Cyber Attack,Low,24
DIS02584,Cyber Attack,High,92
DIS02585,Supplier Failure,High,86
DIS02586,Port Closure,Low,14
DIS02587,Flood,High,29
DIS02588,Cyber Attack,Low,44
DIS02589,Flood,Low,82
DIS02590,Flood,Low,41
DIS02591,Supplier Failure,Medium,95
DIS02592,Port Closure,Medium,11
DIS02593,Supplier Failure,High,95
DIS02594,Cyber Attack,Medium,8
DIS02595,Cyber Attack,High,42
DIS02596,Flood,Medium,99
DIS02597,Port Closure,High,69
DIS02598,Supplier Failure,High,74
DIS02599,Earthquake,Medium,39
DIS02600,Cyber Attack,Low,74
DIS02601,Flood,Medium,61
DIS02602,Supplier Failure,Low,96
DIS02603,Cyber Attack,Medium,28
DIS02604,Port Closure,Low,100
DIS02605,Earthquake,Medium,60
DIS02606,Supplier Failure,Medium,56
DIS02607,Cyber Attack,Low,8
DIS02608,Port Closure,Medium,73
DIS02609,Flood,High,40
DIS02610,Earthquake,Medium,57
DIS02611,Supplier Failure,High,37
DIS02612,Supplier Failure,High,20
DIS02613,Cyber Attack,High,87
DIS02614,Cyber Attack,Low,76
DIS02615,Flood,High,1
DIS02616,Cyber Attack,High,46
DIS02617,Supplier Failure,Low,46
DIS02618,Earthquake,Low,49
DIS02619,Earthquake,Medium,89
DIS02620,Cyber Attack,Low,36
DIS02621,Port Closure,Medium,88
DIS02622,Cyber Attack,Low,87
DIS02623,Port Closure,Medium,8
DIS02624,Earthquake,High,35
DIS02625,Cyber Attack,High,64
DIS02626,Earthquake,Medium,60
DIS02627,Earthquake,Medium,45
DIS02628,Flood,Medium,78
DIS02629,Port Closure,Medium,91
DIS02630,Earthquake,Medium,76
DIS02631,Cyber Attack,Low,5
DIS02632,Flood,Low,4
DIS02633,Port Closure,Low,6
DIS02634,Port Closure,High,78
DIS02635,Port Closure,Medium,11
DIS02636,Port Closure,High,34
DIS02637,Port Closure,Low,65
DIS02638,Supplier Failure,High,91
DIS02639,Flood,Low,33
DIS02640,Supplier Failure,Medium,59
DIS02641,Flood,Low,73
DIS02642,Earthquake,Medium,66
DIS02643,Earthquake,Low,98
DIS02644,Port Closure,Medium,67
DIS02645,Earthquake,High,27
DIS02646,Supplier Failure,Low,58
DIS02647,Flood,High,35
DIS02648,Cyber Attack,High,95
DIS02649,Earthquake,High,50
DIS02650,Cyber Attack,Medium,83
DIS02651,Flood,High,42
DIS02652,Supplier Failure,Low,21
DIS02653,Flood,Medium,18
DIS02654,Cyber Attack,Medium,78
DIS02655,Cyber Attack,Low,52
DIS02656,Supplier Failure,High,78
DIS02657,Earthquake,High,75
DIS02658,Cyber Attack,Low,15
DIS02659,Flood,High,51
DIS02660,Cyber Attack,Medium,83
DIS02661,Supplier Failure,High,9
DIS02662,Cyber Attack,Medium,43
DIS02663,Port Closure,High,54
DIS02664,Earthquake,High,42
DIS02665,Cyber Attack,Medium,70
DIS02666,Cyber Attack,Medium,82
DIS02667,Cyber Attack,High,57
DIS02668,Flood,Low,97
DIS02669,Cyber Attack,High,73
DIS02670,Flood,Low,56
DIS02671,Cyber Attack,Low,2
DIS02672,Earthquake,High,32
DIS02673,Cyber Attack,Medium,29
DIS02674,Cyber Attack,Low,63
DIS02675,Flood,High,29
DIS02676,Port Closure,Medium,32
DIS02677,Cyber Attack,Medium,8
DIS02678,Flood,High,24
DIS02679,Port Closure,Low,34
DIS02680,Cyber Attack,High,51
DIS02681,Cyber Attack,High,48
DIS02682,Flood,Low,97
DIS02683,Cyber Attack,Low,93
DIS02684,Cyber Attack,High,56
DIS02685,Flood,Medium,80
DIS02686,Port Closure,Low,37
DIS02687,Cyber Attack,Medium,59
DIS02688,Port Closure,Medium,17
DIS02689,Port Closure,High,93
DIS02690,Cyber Attack,Medium,61
DIS02691,Supplier Failure,Low,6
DIS02692,Earthquake,High,98
DIS02693,Supplier Failure,High,91
DIS02694,Supplier Failure,High,42
DIS02695,Port Closure,High,75
DIS02696,Supplier Failure,High,39
DIS02697,Port Closure,High,11
DIS02698,Port Closure,Low,16
DIS02699,Cyber Attack,High,60
DIS02700,Supplier Failure,Low,56
DIS02701,Flood,Low,48
DIS02702,Supplier Failure,Low,21
DIS02703,Earthquake,Medium,90
DIS02704,Flood,High,87
DIS02705,Port Closure,Medium,50
DIS02706,Earthquake,High,46
DIS02707,Flood,High,84
DIS02708,Supplier Failure,Medium,100
DIS02709,Flood,Low,93
DIS02710,Cyber Attack,Medium,22
DIS02711,Cyber Attack,Low,29
DIS02712,Supplier Failure,Medium,11
DIS02713,Earthquake,Low,52
DIS02714,Flood,High,17
DIS02715,Cyber Attack,Medium,43
DIS02716,Supplier Failure,High,84
DIS02717,Flood,Medium,72
DIS02718,Earthquake,High,38
DIS02719,Flood,Low,12
DIS02720,Earthquake,High,28
DIS02721,Port Closure,Medium,68
DIS02722,Supplier Failure,Low,81
DIS02723,Cyber Attack,Medium,98
DIS02724,Flood,High,31
DIS02725,Flood,Low,15
DIS02726,Flood,High,29
DIS02727,Cyber Attack,Low,38
DIS02728,Flood,High,95
DIS02729,Earthquake,High,83
DIS02730,Supplier Failure,Low,39
DIS02731,Cyber Attack,High,8
DIS02732,Cyber Attack,Low,60
DIS02733,Supplier Failure,Medium,88
DIS02734,Supplier Failure,High,55
DIS02735,Earthquake,Medium,13
DIS02736,Port Closure,High,66
DIS02737,Cyber Attack,Medium,4
DIS02738,Port Closure,Medium,97
DIS02739,Port Closure,High,97
DIS02740,Cyber Attack,High,19
DIS02741,Earthquake,Medium,95
DIS02742,Supplier Failure,Medium,57
DIS02743,Supplier Failure,High,48
DIS02744,Supplier Failure,Low,9
DIS02745,Earthquake,High,23
DIS02746,Earthquake,Medium,63
DIS02747,Earthquake,Medium,45
DIS02748,Port Closure,High,16
DIS02749,Cyber Attack,High,44
DIS02750,Earthquake,High,92
DIS02751,Port Closure,Medium,76
DIS02752,Flood,Medium,93
DIS02753,Earthquake,High,20
DIS02754,Supplier Failure,Low,12
DIS02755,Flood,Low,61
DIS02756,Earthquake,Low,58
DIS02757,Earthquake,High,12
DIS02758,Cyber Attack,Low,15
DIS02759,Flood,High,20
DIS02760,Cyber Attack,Low,84
DIS02761,Cyber Attack,Low,35
DIS02762,Earthquake,Low,98
DIS02763,Flood,High,19
DIS02764,Cyber Attack,Medium,99
DIS02765,Cyber Attack,Medium,23
DIS02766,Supplier Failure,High,74
DIS02767,Cyber Attack,High,29
DIS02768,Cyber Attack,Low,52
DIS02769,Supplier Failure,High,7
DIS02770,Supplier Failure,Medium,22
DIS02771,Flood,Low,75
DIS02772,Cyber Attack,Low,72
DIS02773,Cyber Attack,High,93
DIS02774,Supplier Failure,Low,68
DIS02775,Earthquake,Medium,51
DIS02776,Flood,High,49
DIS02777,Earthquake,Medium,37
DIS02778,Earthquake,Low,5
DIS02779,Cyber Attack,Medium,63
DIS02780,Cyber Attack,High,41
DIS02781,Supplier Failure,High,91
DIS02782,Earthquake,High,3
DIS02783,Flood,Medium,55
DIS02784,Cyber Attack,High,48
DIS02785,Port Closure,Low,2
DIS02786,Port Closure,Low,71
DIS02787,Port Closure,High,22
DIS02788,Earthquake,Medium,98
DIS02789,Flood,High,97
DIS02790,Supplier Failure,High,47
DIS02791,Flood,Medium,58
DIS02792,Flood,High,5
DIS02793,Supplier Failure,High,54
DIS02794,Supplier Failure,High,61
DIS02795,Port Closure,Low,70
DIS02796,Cyber Attack,High,43
DIS02797,Port Closure,High,45
DIS02798,Supplier Failure,Low,77
DIS02799,Port Closure,High,2
DIS02800,Port Closure,High,80
DIS02801,Supplier Failure,Medium,54
DIS02802,Earthquake,High,89
DIS02803,Flood,High,7
DIS02804,Supplier Failure,Low,100
DIS02805,Earthquake,Low,24
DIS02806,Port Closure,Low,28
DIS02807,Supplier Failure,High,35
DIS02808,Cyber Attack,Medium,77
DIS02809,Flood,Low,48
DIS02810,Flood,High,75
DIS02811,Port Closure,Medium,58
DIS02812,Flood,High,58
DIS02813,Port Closure,Low,32
DIS02814,Supplier Failure,Low,88
DIS02815,Earthquake,Medium,55
DIS02816,Port Closure,Low,37
DIS02817,Earthquake,High,11
DIS02818,Flood,Low,55
DIS02819,Supplier Failure,High,31
DIS02820,Earthquake,Low,17
DIS02821,Earthquake,High,53
DIS02822,Port Closure,High,31
DIS02823,Earthquake,High,94
DIS02824,Flood,Low,77
DIS02825,Port Closure,Medium,74
DIS02826,Earthquake,Low,40
DIS02827,Flood,High,26
DIS02828,Port Closure,Low,56
DIS02829,Supplier Failure,Medium,54
DIS02830,Port Closure,High,22
DIS02831,Port Closure,Medium,56
DIS02832,Earthquake,High,67
DIS02833,Earthquake,Low,46
DIS02834,Earthquake,Low,66
DIS02835,Supplier Failure,Low,57
DIS02836,Cyber Attack,Medium,54
DIS02837,Port Closure,High,63
DIS02838,Earthquake,Medium,88
DIS02839,Earthquake,Medium,25
DIS02840,Cyber Attack,Medium,48
DIS02841,Supplier Failure,Low,79
DIS02842,Cyber Attack,Low,78
DIS02843,Earthquake,High,33
DIS02844,Port Closure,High,51
DIS02845,Port Closure,Medium,78
DIS02846,Supplier Failure,Medium,40
DIS02847,Cyber Attack,High,92
DIS02848,Flood,Medium,80
DIS02849,Cyber Attack,High,60
DIS02850,Earthquake,Low,39
DIS02851,Port Closure,Medium,1
DIS02852,Port Closure,Medium,56
DIS02853,Port Closure,Medium,39
DIS02854,Flood,Low,21
DIS02855,Port Closure,Low,26
DIS02856,Earthquake,Low,18
DIS02857,Flood,High,79
DIS02858,Port Closure,Low,19
DIS02859,Cyber Attack,High,72
DIS02860,Cyber Attack,Medium,34
DIS02861,Supplier Failure,Low,84
DIS02862,Supplier Failure,Medium,55
DIS02863,Cyber Attack,Low,65
DIS02864,Flood,Medium,3
DIS02865,Flood,Medium,98
DIS02866,Cyber Attack,High,72
DIS02867,Earthquake,Medium,39
DIS02868,Flood,Low,39
DIS02869,Cyber Attack,High,42
DIS02870,Flood,High,53
DIS02871,Port Closure,High,86
DIS02872,Earthquake,Medium,84
DIS02873,Flood,Low,90
DIS02874,Supplier Failure,Low,88
DIS02875,Flood,High,98
DIS02876,Earthquake,High,4
DIS02877,Flood,High,75
DIS02878,Earthquake,Medium,93
DIS02879,Earthquake,Medium,7
DIS02880,Flood,Medium,85
DIS02881,Supplier Failure,Low,42
DIS02882,Cyber Attack,Low,64
DIS02883,Port Closure,Medium,84
DIS02884,Cyber Attack,Medium,70
DIS02885,Supplier Failure,Low,78
DIS02886,Earthquake,Low,34
DIS02887,Port Closure,High,68
DIS02888,Flood,Medium,77
DIS02889,Port Closure,Medium,60
DIS02890,Supplier Failure,Low,10
DIS02891,Earthquake,Medium,97
DIS02892,Flood,High,6
DIS02893,Port Closure,Low,69
DIS02894,Cyber Attack,Low,54
DIS02895,Earthquake,Medium,76
DIS02896,Port Closure,Low,73
DIS02897,Supplier Failure,High,7
DIS02898,Flood,Low,90
DIS02899,Cyber Attack,High,83
DIS02900,Cyber Attack,Low,33
DIS02901,Earthquake,High,93
DIS02902,Earthquake,Medium,41
DIS02903,Port Closure,High,49
DIS02904,Flood,Medium,86
DIS02905,Port Closure,Low,92
DIS02906,Earthquake,Low,42
DIS02907,Cyber Attack,High,2
DIS02908,Cyber Attack,Low,38
DIS02909,Flood,High,30
DIS02910,Cyber Attack,Medium,47
DIS02911,Port Closure,Medium,90
DIS02912,Flood,Medium,3
DIS02913,Supplier Failure,High,19
DIS02914,Port Closure,High,40
DIS02915,Supplier Failure,Low,98
DIS02916,Port Closure,Medium,19
DIS02917,Earthquake,Medium,38
DIS02918,Port Closure,Medium,62
DIS02919,Earthquake,Medium,57
DIS02920,Flood,Low,46
DIS02921,Port Closure,Low,72
DIS02922,Supplier Failure,Low,32
DIS02923,Supplier Failure,High,90
DIS02924,Flood,Low,8
DIS02925,Supplier Failure,Low,79
DIS02926,Flood,High,41
DIS02927,Earthquake,High,44
DIS02928,Flood,Low,43
DIS02929,Earthquake,High,38
DIS02930,Port Closure,Low,63
DIS02931,Port Closure,Medium,83
DIS02932,Earthquake,High,86
DIS02933,Earthquake,Low,77
DIS02934,Supplier Failure,Low,60
DIS02935,Cyber Attack,High,17
DIS02936,Flood,Low,9
DIS02937,Cyber Attack,Medium,38
DIS02938,Supplier Failure,Medium,57
DIS02939,Flood,High,99
DIS02940,Flood,Medium,74
DIS02941,Earthquake,High,70
DIS02942,Supplier Failure,Medium,15
DIS02943,Supplier Failure,Low,19
DIS02944,Supplier Failure,High,73
DIS02945,Earthquake,High,66
DIS02946,Supplier Failure,High,69
DIS02947,Port Closure,Medium,16
DIS02948,Cyber Attack,Medium,21
DIS02949,Supplier Failure,Medium,99
DIS02950,Cyber Attack,Medium,36
DIS02951,Port Closure,Low,10
DIS02952,Cyber Attack,Medium,87
DIS02953,Cyber Attack,Low,82
DIS02954,Supplier Failure,High,39
DIS02955,Supplier Failure,High,71
DIS02956,Earthquake,High,67
DIS02957,Earthquake,Medium,2
DIS02958,Earthquake,Medium,76
DIS02959,Earthquake,Medium,25
DIS02960,Flood,Medium,95
DIS02961,Port Closure,High,91
DIS02962,Cyber Attack,High,99
DIS02963,Supplier Failure,Medium,97
DIS02964,Earthquake,High,7
DIS02965,Cyber Attack,Medium,51
DIS02966,Port Closure,High,71
DIS02967,Supplier Failure,Low,31
DIS02968,Port Closure,Low,91
DIS02969,Supplier Failure,Low,94
DIS02970,Cyber Attack,High,17
DIS02971,Supplier Failure,Medium,57
DIS02972,Supplier Failure,High,12
DIS02973,Flood,Low,100
DIS02974,Supplier Failure,High,55
DIS02975,Supplier Failure,Low,84
DIS02976,Flood,Low,27
DIS02977,Supplier Failure,High,47
DIS02978,Earthquake,High,32
DIS02979,Port Closure,Medium,95
DIS02980,Port Closure,Medium,86
DIS02981,Flood,High,87
DIS02982,Cyber Attack,Medium,2
DIS02983,Earthquake,High,9
DIS02984,Port Closure,Medium,60
DIS02985,Flood,Medium,15
DIS02986,Supplier Failure,High,13
DIS02987,Supplier Failure,High,73
DIS02988,Earthquake,Low,18
DIS02989,Flood,Low,14
DIS02990,Earthquake,High,21
DIS02991,Cyber Attack,High,59
DIS02992,Earthquake,Low,9
DIS02993,Earthquake,High,37
DIS02994,Earthquake,High,55
DIS02995,Port Closure,Medium,86
DIS02996,Supplier Failure,Medium,56
DIS02997,Flood,High,75
DIS02998,Supplier Failure,High,39
DIS02999,Supplier Failure,High,87
DIS03000,Supplier Failure,High,73
DIS03001,Flood,Low,79
DIS03002,Cyber Attack,High,58
DIS03003,Earthquake,Medium,56
DIS03004,Cyber Attack,Low,58
DIS03005,Port Closure,Low,46
DIS03006,Port Closure,Medium,99
DIS03007,Port Closure,Medium,95
DIS03008,Cyber Attack,High,83
DIS03009,Cyber Attack,Low,40
DIS03010,Earthquake,Medium,19
DIS03011,Earthquake,Medium,86
DIS03012,Supplier Failure,Low,21
DIS03013,Port Closure,Low,39
DIS03014,Supplier Failure,Medium,59
DIS03015,Flood,Medium,7
DIS03016,Port Closure,High,8
DIS03017,Earthquake,Low,43
DIS03018,Flood,Medium,14
DIS03019,Port Closure,High,87
DIS03020,Cyber Attack,Medium,87
DIS03021,Supplier Failure,Low,35
DIS03022,Earthquake,Medium,88
DIS03023,Cyber Attack,Medium,28
DIS03024,Flood,High,31
DIS03025,Cyber Attack,Low,38
DIS03026,Flood,Low,33
DIS03027,Supplier Failure,Medium,32
DIS03028,Port Closure,Medium,76
DIS03029,Cyber Attack,Low,58
DIS03030,Supplier Failure,Medium,83
DIS03031,Earthquake,Low,98
DIS03032,Earthquake,Medium,49
DIS03033,Flood,High,38
DIS03034,Port Closure,High,50
DIS03035,Port Closure,High,15
DIS03036,Earthquake,Medium,20
DIS03037,Earthquake,High,27
DIS03038,Supplier Failure,Low,30
DIS03039,Flood,Medium,59
DIS03040,Supplier Failure,Medium,79
DIS03041,Cyber Attack,High,45
DIS03042,Port Closure,Low,77
DIS03043,Earthquake,Medium,88
DIS03044,Earthquake,Low,87
DIS03045,Supplier Failure,Low,16
DIS03046,Port Closure,High,71
DIS03047,Supplier Failure,Low,3
DIS03048,Cyber Attack,High,84
DIS03049,Port Closure,Low,89
DIS03050,Supplier Failure,High,37
DIS03051,Flood,Low,31
DIS03052,Port Closure,Medium,13
DIS03053,Flood,Low,19
DIS03054,Flood,Medium,24
DIS03055,Earthquake,High,86
DIS03056,Earthquake,Low,85
DIS03057,Earthquake,High,84
DIS03058,Supplier Failure,Medium,81
DIS03059,Earthquake,Medium,39
DIS03060,Port Closure,Medium,22
DIS03061,Cyber Attack,Medium,44
DIS03062,Supplier Failure,Low,14
DIS03063,Port Closure,High,11
DIS03064,Supplier Failure,High,92
DIS03065,Supplier Failure,High,9
DIS03066,Supplier Failure,Low,75
DIS03067,Cyber Attack,Low,95
DIS03068,Earthquake,High,23
DIS03069,Earthquake,Medium,6
DIS03070,Supplier Failure,Medium,81
DIS03071,Flood,Medium,60
DIS03072,Earthquake,Low,39
DIS03073,Cyber Attack,Low,74
DIS03074,Port Closure,High,14
DIS03075,Earthquake,High,34
DIS03076,Port Closure,Medium,80
DIS03077,Flood,Medium,88
DIS03078,Flood,Low,67
DIS03079,Cyber Attack,High,25
DIS03080,Earthquake,Low,5
DIS03081,Supplier Failure,Low,40
DIS03082,Earthquake,Low,16
DIS03083,Earthquake,Low,47
DIS03084,Supplier Failure,High,12
DIS03085,Earthquake,Medium,80
DIS03086,Flood,High,29
DIS03087,Supplier Failure,High,95
DIS03088,Cyber Attack,Low,59
DIS03089,Flood,Low,43
DIS03090,Flood,Medium,31
DIS03091,Cyber Attack,Medium,65
DIS03092,Cyber Attack,High,19
DIS03093,Port Closure,High,91
DIS03094,Port Closure,High,29
DIS03095,Supplier Failure,Low,64
DIS03096,Earthquake,Low,19
DIS03097,Flood,High,72
DIS03098,Cyber Attack,High,21
DIS03099,Port Closure,High,76
DIS03100,Flood,Low,82
DIS03101,Supplier Failure,Low,22
DIS03102,Earthquake,Low,41
DIS03103,Flood,Low,80
DIS03104,Supplier Failure,Medium,92
DIS03105,Supplier Failure,High,63
DIS03106,Flood,Low,84
DIS03107,Port Closure,Medium,33
DIS03108,Earthquake,Low,99
DIS03109,Earthquake,High,45
DIS03110,Flood,Medium,51
DIS03111,Supplier Failure,High,64
DIS03112,Cyber Attack,High,20
DIS03113,Port Closure,Medium,94
DIS03114,Port Closure,High,20
DIS03115,Flood,Low,45
DIS03116,Supplier Failure,Medium,5
DIS03117,Earthquake,High,75
DIS03118,Supplier Failure,Low,73
DIS03119,Earthquake,Medium,68
DIS03120,Flood,High,97
DIS03121,Port Closure,Medium,11
DIS03122,Flood,Low,30
DIS03123,Earthquake,Medium,35
DIS03124,Port Closure,High,91
DIS03125,Cyber Attack,High,1
DIS03126,Supplier Failure,High,83
DIS03127,Flood,Low,88
DIS03128,Flood,Low,87
DIS03129,Earthquake,Low,39
DIS03130,Cyber Attack,Low,47
DIS03131,Port Closure,High,99
DIS03132,Cyber Attack,High,75
DIS03133,Flood,High,50
DIS03134,Cyber Attack,Medium,85
DIS03135,Supplier Failure,Medium,90
DIS03136,Cyber Attack,High,77
DIS03137,Flood,Medium,85
DIS03138,Port Closure,Low,37
DIS03139,Supplier Failure,High,83
DIS03140,Cyber Attack,High,12
DIS03141,Port Closure,Low,53
DIS03142,Earthquake,Medium,19
DIS03143,Port Closure,High,23
DIS03144,Supplier Failure,High,73
DIS03145,Port Closure,High,84
DIS03146,Cyber Attack,Low,8
DIS03147,Supplier Failure,Medium,78
DIS03148,Supplier Failure,Medium,21
DIS03149,Port Closure,Low,66
DIS03150,Earthquake,High,38
DIS03151,Supplier Failure,Low,7
DIS03152,Port Closure,Medium,17
DIS03153,Flood,Low,4
DIS03154,Port Closure,High,56
DIS03155,Supplier Failure,Medium,22
DIS03156,Port Closure,Medium,33
DIS03157,Earthquake,Medium,30
DIS03158,Port Closure,Medium,86
DIS03159,Cyber Attack,Medium,2
DIS03160,Port Closure,Low,82
DIS03161,Flood,Medium,87
DIS03162,Flood,Medium,74
DIS03163,Earthquake,High,49
DIS03164,Port Closure,High,63
DIS03165,Flood,Medium,40
DIS03166,Earthquake,Medium,28
DIS03167,Earthquake,Medium,16
DIS03168,Supplier Failure,High,56
DIS03169,Cyber Attack,High,1
DIS03170,Earthquake,Medium,27
DIS03171,Supplier Failure,High,23
DIS03172,Port Closure,High,78
DIS03173,Earthquake,Medium,20
DIS03174,Cyber Attack,High,23
DIS03175,Earthquake,Medium,17
DIS03176,Cyber Attack,High,25
DIS03177,Flood,Medium,31
DIS03178,Supplier Failure,Low,47
DIS03179,Flood,High,75
DIS03180,Flood,Medium,31
DIS03181,Flood,Medium,4
DIS03182,Flood,High,25
DIS03183,Port Closure,Low,96
DIS03184,Flood,Medium,37
DIS03185,Port Closure,Medium,66
DIS03186,Supplier Failure,High,100
DIS03187,Earthquake,High,90
DIS03188,Cyber Attack,High,10
DIS03189,Cyber Attack,Medium,8
DIS03190,Port Closure,Medium,80
DIS03191,Port Closure,High,95
DIS03192,Flood,Low,13
DIS03193,Earthquake,High,9
DIS03194,Earthquake,Medium,35
DIS03195,Supplier Failure,Low,19
DIS03196,Earthquake,High,3
DIS03197,Cyber Attack,High,59
DIS03198,Supplier Failure,High,71
DIS03199,Flood,Medium,83
DIS03200,Supplier Failure,High,90
DIS03201,Flood,High,64
DIS03202,Flood,High,52
DIS03203,Earthquake,Medium,60
DIS03204,Flood,High,17
DIS03205,Flood,Low,67
DIS03206,Cyber Attack,High,95
DIS03207,Supplier Failure,Low,49
DIS03208,Port Closure,High,100
DIS03209,Flood,Low,92
DIS03210,Supplier Failure,Medium,41
DIS03211,Supplier Failure,Low,19
