supplier_id,name,country,risk_score
SUP03755,Villa-Lee,Germany,3
SUP03756,Perry-Leach,UK,15
SUP03757,"Carroll, Bryant and Franklin",UK,64
SUP03758,"Wise, Andrews and Cervantes",China,19
SUP03759,Cochran-Garrett,Singapore,28
SUP03760,Craig Ltd,Singapore,17
SUP03761,Klein Inc,UK,81
SUP03762,"Wilson, Parsons and Flores",India,73
SUP03763,Griffin PLC,Japan,65
SUP03764,Vargas-Rose,Japan,2
SUP03765,"Robinson, Ford and Wong",India,56
SUP03766,"Ward, Bowman and Hall",UK,80
SUP03767,Patel and Sons,UK,90
SUP03768,"Garcia, Dixon and Williams",Germany,17
SUP03769,"Stevens, Browning and Bryan",Germany,26
SUP03770,"Williams, Reynolds and Hall",China,61
SUP03771,Roberts-Davis,China,96
SUP03772,Garcia and Sons,USA,21
SUP03773,"Marshall, Pace and Oconnell",Singapore,68
SUP03774,Reyes and Sons,India,34
SUP03775,"King, Ward and Cox",USA,77
SUP03776,"Gonzalez, Jones and Collins",China,80
SUP03777,Johnson PLC,Singapore,14
SUP03778,"Lee, Coffey and Friedman",India,59
SUP03779,"Bautista, Morris and Elliott",Germany,7
SUP03780,Short Inc,Singapore,23
SUP03781,"Hampton, Simpson and Wilson",USA,64
SUP03782,Brown-Jones,China,39
SUP03783,"Stewart, Cervantes and Reese",India,84
SUP03784,Stephens and Sons,Singapore,66
SUP03785,"Johnson, Crawford and Johnson",Singapore,38
SUP03786,Wilson and Sons,Singapore,33
SUP03787,Smith Ltd,Singapore,49
SUP03788,Camacho-Byrd,Japan,91
SUP03789,"Evans, Carr and Fry",Germany,18
SUP03790,Lamb Ltd,Singapore,48
SUP03791,Alvarez-Collins,Singapore,13
SUP03792,Garrett Inc,Singapore,10
SUP03793,Long-Sheppard,USA,76
SUP03794,Anderson LLC,UK,50
SUP03795,Johnson and Sons,Singapore,71
SUP03796,Schneider Group,Singapore,71
SUP03797,"Hardy, Collier and Miller",USA,34
SUP03798,"Macdonald, Carpenter and Gregory",India,50
SUP03799,"Mccall, Schmidt and Phillips",UK,79
SUP03800,Robbins-Goodwin,UK,83
SUP03801,"Hale, Wise and Sullivan",UK,78
SUP03802,"Mcintosh, Perez and Murphy",China,31
SUP03803,Cobb Inc,Singapore,32
SUP03804,"Watson, Schmidt and Wells",China,58
SUP03805,Jones-Shelton,India,59
SUP03806,Yang Ltd,Japan,22
SUP03807,Ruiz-Dominguez,Japan,26
SUP03808,Cook-Thomas,USA,85
SUP03809,Parks and Sons,China,90
SUP03810,Zavala PLC,Singapore,49
SUP03811,Tran Ltd,India,15
SUP03812,Graves-Fuller,Japan,57
SUP03813,"Palmer, Alvarado and Ferguson",Japan,96
SUP03814,Kerr LLC,China,28
SUP03815,Hart Inc,China,23
SUP03816,"Miller, Peterson and Parker",Japan,14
SUP03817,Taylor-Wilson,Japan,8
SUP03818,Jackson Group,China,26
SUP03819,"Banks, Scott and Noble",USA,77
SUP03820,King-Lowe,Singapore,23
SUP03821,Duran PLC,UK,68
SUP03822,Mack PLC,China,25
SUP03823,Brown PLC,USA,56
SUP03824,"Keller, Adams and Friedman",Germany,1
SUP03825,Tran-Allen,USA,46
SUP03826,Webb Inc,Japan,31
SUP03827,"Wilson, Williams and Daniel",USA,1
SUP03828,"Copeland, Andrews and Bean",Singapore,2
SUP03829,"Watson, Herrera and Dominguez",USA,33
SUP03830,"Vasquez, Hall and Ramirez",USA,50
SUP03831,Hall Group,China,91
SUP03832,Henry-Wade,UK,80
SUP03833,Gray-Schneider,Japan,30
SUP03834,Chambers-Ramos,UK,35
SUP03835,"Palmer, Brown and Roman",Japan,21
SUP03836,"Anderson, Mckenzie and Oliver",Germany,42
SUP03837,Rodriguez-Lopez,China,34
SUP03838,"Martin, Dorsey and Hayes",Japan,67
SUP03839,Wheeler-Hickman,USA,84
SUP03840,Chavez-Garrett,Japan,66
SUP03841,"Snyder, Rogers and Dunn",Singapore,66
SUP03842,Butler Group,UK,86
SUP03843,Blackwell-Jones,Japan,81
SUP03844,"Berger, Bullock and Simmons",Singapore,55
SUP03845,Ferguson-Sanchez,India,99
SUP03846,Sweeney-Turner,Singapore,31
SUP03847,Jackson-Medina,UK,63
SUP03848,Lambert Ltd,Germany,19
SUP03849,Gonzales PLC,UK,17
SUP03850,Mcguire-Pena,Singapore,55
SUP03851,Smith LLC,Germany,60
SUP03852,"Robinson, Vaughn and Barrera",Germany,77
SUP03853,Gray-Valdez,Japan,92
SUP03854,"Gray, Figueroa and Perez",Germany,76
SUP03855,Ellis-Ramirez,India,52
SUP03856,Bowman-Williams,India,25
SUP03857,Robinson-Taylor,China,59
SUP03858,"Ryan, Johnson and Lang",Japan,72
SUP03859,Martinez-Franklin,Japan,19
SUP03860,Hall-Jackson,China,13
SUP03861,Jackson and Sons,Germany,93
SUP03862,"Hardy, Allen and Burton",India,63
SUP03863,Herrera-Chen,Japan,67
SUP03864,Lindsey-Bailey,USA,6
SUP03865,Riley Ltd,Germany,84
SUP03866,Harris-Martinez,USA,94
SUP03867,Lawson-Carson,China,72
SUP03868,Smith-Lin,Germany,29
SUP03869,Campbell-Davis,UK,18
SUP03870,Day-Woods,Germany,92
SUP03871,"Armstrong, Berg and Spencer",USA,69
SUP03872,Butler-Warren,Singapore,16
SUP03873,Mccoy-Erickson,China,76
SUP03874,Walker-Yang,Singapore,24
SUP03875,Rodriguez PLC,India,96
SUP03876,"Smith, Mcdaniel and Carey",UK,48
SUP03877,Stokes-Chapman,India,79
SUP03878,Sparks-Meyer,Japan,13
SUP03879,Newman Ltd,China,43
SUP03880,Clark LLC,China,80
SUP03881,Hanson Inc,USA,78
SUP03882,Cox-Vincent,Germany,1
SUP03883,Kelley Ltd,USA,98
SUP03884,Sullivan Inc,UK,3
SUP03885,Snyder-Romero,UK,8
SUP03886,"Anderson, Marquez and Delgado",Japan,30
SUP03887,Johnson-Day,USA,48
SUP03888,"Williams, Bishop and Jensen",India,50
SUP03889,"Lopez, Lee and Edwards",Germany,81
SUP03890,Fields LLC,China,60
SUP03891,"Nolan, Jones and Reed",UK,66
SUP03892,Lyons Inc,India,41
SUP03893,"Montoya, Boyd and Russell",Japan,12
SUP03894,"Brown, Evans and Williams",UK,45
SUP03895,"Clark, Morgan and Atkins",India,42
SUP03896,King LLC,India,35
SUP03897,"Eaton, Cohen and Boyd",India,57
SUP03898,Thomas-Mcclain,India,21
SUP03899,Weber Group,Germany,52
SUP03900,Green and Sons,Singapore,5
SUP03901,"Richardson, Ryan and Cox",USA,9
SUP03902,Rogers-Anderson,USA,49
SUP03903,Williams Group,USA,86
SUP03904,"Barker, Stein and Holt",USA,71
SUP03905,"Rogers, Wilson and Brooks",China,11
SUP03906,Lynch Group,Germany,97
SUP03907,Webb LLC,UK,51
SUP03908,Lopez-Vasquez,Singapore,60
SUP03909,White PLC,Japan,72
SUP03910,"Mata, Carroll and Adams",UK,4
SUP03911,"Rogers, Goodman and Huber",Singapore,30
SUP03912,Baker-Hale,Japan,19
SUP03913,Burnett Group,USA,27
SUP03914,"House, Huang and Rowe",India,23
SUP03915,Ingram Group,Singapore,66
SUP03916,"Phillips, Burns and Harris",USA,62
SUP03917,Fischer Ltd,Singapore,49
SUP03918,"Stewart, Pierce and Hill",Japan,41
SUP03919,Lopez-Gonzales,India,8
SUP03920,Hammond and Sons,Singapore,54
SUP03921,Scott-Miller,Japan,51
SUP03922,Herrera PLC,Singapore,90
SUP03923,Stokes Ltd,India,48
SUP03924,White Ltd,UK,26
SUP03925,"Meadows, Munoz and Hansen",UK,26
SUP03926,Petersen and Sons,Singapore,30
SUP03927,Marshall-Solomon,China,59
SUP03928,Davis Ltd,India,29
SUP03929,Williams-Parker,Germany,67
SUP03930,"Morton, Brandt and Ramos",Singapore,53
SUP03931,Brown-Bartlett,Germany,72
SUP03932,Barnes-Williams,USA,97
SUP03933,Welch-Brown,UK,45
SUP03934,"Keller, Hopkins and Merritt",USA,4
SUP03935,Ochoa-Brown,UK,9
SUP03936,Harding PLC,Japan,56
SUP03937,Lowe Ltd,China,37
SUP03938,Duncan-Navarro,India,57
SUP03939,Lopez Group,Singapore,28
SUP03940,"Burton, Phillips and Stone",Japan,15
SUP03941,Lewis PLC,USA,60
SUP03942,"Jackson, Garcia and Lewis",Japan,76
SUP03943,"Hall, Rodriguez and Meyer",USA,63
SUP03944,Fox PLC,India,56
SUP03945,Walter-Gonzalez,Japan,31
SUP03946,Ross-Miranda,Singapore,46
SUP03947,"Hernandez, Mcdaniel and Mullins",India,69
SUP03948,"Avery, Mullins and Lee",Japan,16
SUP03949,Harvey LLC,Germany,26
SUP03950,"Rollins, Mora and Wolf",India,77
SUP03951,Ward Group,India,93
SUP03952,"Stark, Perkins and Johnson",Singapore,66
SUP03953,"Anderson, Martin and Cunningham",Japan,90
SUP03954,"Austin, Powell and Johnston",China,79
SUP03955,"Jacobson, Rowe and Turner",India,6
SUP03956,"Mcknight, Davis and Gilmore",USA,41
SUP03957,"Melendez, Murphy and Scott",Germany,4
SUP03958,"Fernandez, Lynch and Mclaughlin",USA,12
SUP03959,Chen-Duke,Singapore,46
SUP03960,"Anderson, Johnson and Sellers",China,45
SUP03961,Harper-Wilson,Germany,36
SUP03962,Clark PLC,Singapore,26
SUP03963,Williams LLC,India,33
SUP03964,Porter-Carter,USA,98
SUP03965,Reed-Parker,China,86
SUP03966,Ford-Hoover,India,37
SUP03967,Long PLC,UK,59
SUP03968,"Oneal, Thomas and Massey",India,24
SUP03969,Bowman-Kaiser,USA,15
SUP03970,Martinez-Davis,Japan,93
SUP03971,Quinn Ltd,India,88
SUP03972,"Brady, Chung and Garcia",Germany,88
SUP03973,Lopez-Valenzuela,Germany,61
SUP03974,Simmons-Frost,Japan,15
SUP03975,Barnett and Sons,USA,76
SUP03976,Scott-Burke,Singapore,24
SUP03977,"Harris, Perry and Swanson",Germany,49
SUP03978,Bailey-Ayala,China,28
SUP03979,"Morrow, Mendoza and Nelson",China,34
SUP03980,Sutton-Franklin,China,36
SUP03981,"Davis, Rogers and Mann",Singapore,38
SUP03982,Frye LLC,Japan,81
SUP03983,Aguirre-Avery,USA,73
SUP03984,Sherman LLC,China,59
SUP03985,Hill-Mendoza,USA,93
SUP03986,Johnson Group,India,100
SUP03987,"Wallace, Davis and Dawson",USA,65
SUP03988,Knapp-Crane,Singapore,20
SUP03989,Murray Inc,UK,5
SUP03990,Johnson-Green,Germany,72
SUP03991,Raymond and Sons,Japan,75
SUP03992,Vincent-Wyatt,Japan,81
SUP03993,Russell-Garcia,India,55
SUP03994,Combs-Humphrey,India,94
SUP03995,"Lynch, Nunez and Clay",Germany,45
SUP03996,"Trevino, Spencer and Williams",Germany,33
SUP03997,"Hahn, Neal and Price",China,17
SUP03998,Hoover LLC,UK,9
SUP03999,Farmer-Carroll,UK,99
SUP04000,Barnes Group,UK,87
SUP04001,Miles LLC,China,79
SUP04002,Garcia-Flores,Germany,24
SUP04003,"Carter, Gomez and Delgado",USA,28
SUP04004,Phillips PLC,Singapore,22
SUP04005,Lopez-Arellano,India,37
SUP04006,Smith-Lowe,Germany,60
SUP04007,Kirk PLC,USA,55
SUP04008,"Bailey, Patrick and Evans",China,51
SUP04009,"Lindsey, Hubbard and Bowen",UK,15
SUP04010,"Clayton, Vargas and Brown",India,41
SUP04011,Yang PLC,Japan,98
SUP04012,"Thompson, Young and Rodriguez",Japan,28
SUP04013,Woodward Ltd,Germany,59
SUP04014,"Ross, Leon and Carter",UK,92
SUP04015,King-Baker,USA,25
SUP04016,"Galvan, Rodriguez and Carlson",China,67
SUP04017,Murray-Powers,Germany,40
SUP04018,Cook Group,Japan,96
SUP04019,"Dudley, Landry and Payne",UK,69
SUP04020,Mccall-Robinson,India,18
SUP04021,Greer-Ryan,China,53
SUP04022,Taylor-Norman,Japan,64
SUP04023,Knox-Erickson,Germany,32
SUP04024,Gonzales-White,Singapore,6
SUP04025,Marshall-Gordon,India,71
SUP04026,Allen-Ochoa,Singapore,49
SUP04027,Duncan-Stone,Singapore,83
SUP04028,Hansen-Duncan,Germany,35
SUP04029,Schultz and Sons,UK,47
SUP04030,Bates-King,Japan,72
SUP04031,Olson-Juarez,USA,10
SUP04032,Hooper-Long,Japan,91
SUP04033,Gonzales-King,UK,73
SUP04034,Lee Group,India,25
SUP04035,Cox-Banks,China,72
SUP04036,"Malone, Brown and Brown",China,69
SUP04037,Walker-Morse,Singapore,87
SUP04038,Richmond Inc,Singapore,38
SUP04039,Lee-Baker,UK,58
SUP04040,Adams PLC,Singapore,91
SUP04041,Ford-Lee,Singapore,41
SUP04042,Ochoa Group,Germany,20
SUP04043,"Becker, Cox and Anderson",China,27
SUP04044,"Walter, Watson and Peterson",Singapore,23
SUP04045,Roberts Inc,China,48
SUP04046,Chavez-Myers,Germany,25
SUP04047,Brown-Jones,UK,13
SUP04048,"Lozano, Novak and Sawyer",UK,61
SUP04049,English-Brooks,China,54
SUP04050,"Wright, Montgomery and Williams",Germany,64
SUP04051,Garcia LLC,UK,82
SUP04052,Jarvis LLC,USA,78
SUP04053,"Jenkins, Roman and Murphy",Germany,79
SUP04054,"Mills, Brewer and Cooper",UK,66
SUP04055,Jackson and Sons,Japan,88
SUP04056,"Owens, Lopez and Vaughn",Singapore,100
SUP04057,Allen and Sons,India,87
SUP04058,"Hernandez, Jackson and Murphy",USA,88
SUP04059,Martin LLC,China,17
SUP04060,Garcia Group,Japan,85
SUP04061,Liu PLC,Japan,21
SUP04062,"Ross, Tanner and Smith",Japan,22
SUP04063,"Nguyen, Sanders and Dawson",UK,47
SUP04064,"Lucero, Lewis and Vazquez",Singapore,32
SUP04065,"Roberts, Schmitt and Mcdonald",Germany,71
SUP04066,"Blevins, Gardner and Valentine",USA,28
SUP04067,Lozano-Zavala,Japan,74
SUP04068,Davidson Inc,India,100
SUP04069,"Villarreal, Warren and Parker",Japan,64
SUP04070,Castaneda-Jenkins,Japan,8
SUP04071,Rodriguez-Johnson,Japan,31
SUP04072,Lewis-Molina,China,69
SUP04073,"Hardy, Wilson and Hobbs",Germany,71
SUP04074,"Jennings, Landry and White",Japan,7
SUP04075,Nichols Ltd,India,62
SUP04076,Montgomery Ltd,USA,5
SUP04077,Howard Inc,China,10
SUP04078,"Taylor, Brown and Meyers",UK,99
SUP04079,Wright-Savage,Singapore,55
SUP04080,"Scott, Ross and Montes",India,24
SUP04081,Dixon Group,India,63
SUP04082,"Gill, Chung and Grimes",India,14
SUP04083,"Rodriguez, Freeman and Rose",UK,47
SUP04084,Romero Ltd,Japan,80
SUP04085,"Gonzalez, Salazar and Lawrence",Germany,33
SUP04086,Crawford-Evans,Singapore,50
SUP04087,Dodson-Moore,USA,32
SUP04088,Torres Group,China,41
SUP04089,"Moore, Livingston and White",USA,100
SUP04090,"Schneider, Fernandez and Lee",Germany,84
SUP04091,Gray Group,India,60
SUP04092,Jordan-Hill,USA,5
SUP04093,Johnson-Ball,USA,96
SUP04094,Clarke PLC,UK,71
SUP04095,Higgins and Sons,Singapore,78
SUP04096,"Hernandez, Martinez and Campbell",Japan,43
SUP04097,"Coleman, Baldwin and Ballard",UK,87
SUP04098,Mays-Thornton,Germany,38
SUP04099,Moore-Lopez,Japan,83
SUP04100,Patterson-Lewis,USA,97
SUP04101,"Harmon, Turner and Gardner",Japan,100
SUP04102,"Pace, Marquez and White",Germany,96
SUP04103,"Williams, Meyers and Ferguson",USA,31
SUP04104,Davis-Garrison,India,97
SUP04105,Anderson-Gonzalez,China,71
SUP04106,Sims-Price,Germany,68
SUP04107,Tucker Inc,Singapore,59
SUP04108,Ramirez PLC,India,56
SUP04109,Gross-Haas,Japan,57
SUP04110,"Wilkerson, Richardson and Martinez",India,55
SUP04111,Thomas-Carlson,UK,28
SUP04112,Weber and Sons,India,95
SUP04113,"Sexton, Matthews and Hernandez",Germany,83
SUP04114,"Smith, Wheeler and Lucas",UK,86
SUP04115,Sanders LLC,UK,48
SUP04116,"Rodriguez, Hood and Brooks",UK,16
SUP04117,Welch LLC,India,48
SUP04118,Nolan-Stone,USA,35
SUP04119,Adams PLC,USA,36
SUP04120,Parker LLC,Japan,79
SUP04121,Burns PLC,China,24
SUP04122,Rosales Ltd,UK,6
SUP04123,Jordan PLC,Singapore,3
SUP04124,Smith-Tucker,China,19
SUP04125,Mcdaniel-Ryan,China,1
SUP04126,"Hill, Russell and Baker",Japan,35
SUP04127,Schneider Inc,Japan,41
SUP04128,Davis-Gomez,China,40
SUP04129,Gutierrez-Miller,China,12
SUP04130,Acosta and Sons,USA,61
SUP04131,Stevenson-Hicks,USA,55
SUP04132,"Ray, Allen and May",China,69
SUP04133,Gross Inc,China,42
SUP04134,"Williamson, Stone and Taylor",Germany,48
SUP04135,Walters Ltd,UK,22
SUP04136,"Schmitt, Frost and Shelton",Singapore,91
SUP04137,Baker-Pierce,Singapore,91
SUP04138,"Nielsen, Lewis and Cook",Japan,25
SUP04139,Collins-Myers,USA,100
SUP04140,Rodgers Group,India,29
SUP04141,Allen-Porter,Germany,57
SUP04142,Gibson Inc,India,18
SUP04143,"Green, Mays and Crosby",China,98
SUP04144,Hamilton Group,Japan,30
SUP04145,Torres-Haynes,India,84
SUP04146,"Brooks, Nolan and Miller",USA,28
SUP04147,"Baker, Durham and Gonzalez",Japan,83
SUP04148,Khan and Sons,Japan,15
SUP04149,"Diaz, Thomas and Arias",UK,87
SUP04150,Bowen Group,Japan,27
SUP04151,"West, Wu and Ryan",USA,96
SUP04152,King and Sons,UK,11
SUP04153,Martinez-Miranda,USA,41
SUP04154,Alvarez Inc,Singapore,97
SUP04155,"Rosales, Molina and Lawrence",UK,10
SUP04156,"Reynolds, Hughes and Gonzales",USA,70
SUP04157,Roberts Inc,Japan,51
SUP04158,"Foster, Roberson and Young",China,43
SUP04159,"Diaz, Goodwin and Hatfield",Japan,49
SUP04160,"Jenkins, Noble and Johnson",Germany,36
SUP04161,Morton and Sons,India,5
SUP04162,Little Group,UK,29
SUP04163,Blackburn-Clark,Germany,4
SUP04164,Smith-Ward,Japan,73
SUP04165,"Gordon, Garcia and Holland",UK,74
SUP04166,"Pacheco, Harris and May",India,13
SUP04167,"Gentry, Gillespie and Black",Germany,95
SUP04168,Wall and Sons,Germany,56
SUP04169,Atkinson-Maldonado,Japan,72
SUP04170,"Sanders, Wells and Riddle",UK,6
SUP04171,House-Burch,China,9
SUP04172,"Murphy, Johnson and Howe",Japan,72
SUP04173,White PLC,China,60
SUP04174,"Harris, Norton and Love",India,17
SUP04175,Guerra-Lee,India,41
SUP04176,"Gray, Merritt and Salas",UK,38
SUP04177,"Brown, Ramirez and Savage",Germany,64
SUP04178,Cooper-Martin,Singapore,14
SUP04179,Davis Group,UK,98
SUP04180,"Morgan, Humphrey and Green",Japan,34
SUP04181,Dalton Inc,USA,23
SUP04182,Burke-Garcia,Japan,29
SUP04183,Acevedo LLC,USA,12
SUP04184,"Wilson, Wood and Grant",USA,89
SUP04185,Hale Ltd,UK,76
SUP04186,Myers PLC,Japan,10
SUP04187,"Collins, Hernandez and Snow",China,22
SUP04188,Noble-Mccarthy,China,91
SUP04189,Hall-Robinson,USA,55
SUP04190,"Owen, Joseph and Freeman",UK,64
SUP04191,"Jensen, Smith and Turner",Singapore,36
SUP04192,Walker-Wright,UK,9
SUP04193,"Carpenter, Casey and Evans",UK,75
SUP04194,"Roberts, Sandoval and Tucker",UK,71
SUP04195,Hull-Pineda,China,62
SUP04196,Lee-Kelly,Japan,3
SUP04197,Neal-Day,USA,61
SUP04198,Davis PLC,China,17
SUP04199,Henderson Ltd,UK,83
SUP04200,"Santiago, Hunter and Reese",UK,63
SUP04201,Rasmussen PLC,USA,88
SUP04202,"Smith, Flores and King",Germany,86
SUP04203,Brown-Roberts,USA,94
SUP04204,Green Group,Japan,24
SUP04205,"Taylor, Phillips and Clark",Germany,27
SUP04206,Collins and Sons,Germany,24
SUP04207,Barrera PLC,UK,92
SUP04208,Harper-Wallace,USA,96
SUP04209,"Miller, Harrington and Mejia",Germany,3
SUP04210,"Morgan, Jenkins and Boyd",UK,23
SUP04211,Sanchez PLC,India,5
SUP04212,"Whitaker, Clark and Stewart",China,40
SUP04213,"Garner, Frazier and Sullivan",Singapore,88
SUP04214,"Harris, Campbell and Greene",Singapore,59
SUP04215,Houston-Lopez,China,22
SUP04216,Flores LLC,Germany,28
SUP04217,"Hinton, Nicholson and Hahn",Japan,22
SUP04218,Ray-Johnson,China,56
SUP04219,Oconnor Ltd,India,68
SUP04220,"Dalton, Greer and Manning",UK,40
SUP04221,Snyder-Day,Germany,44
SUP04222,"Miranda, Willis and Green",Singapore,97
SUP04223,Blankenship-Dougherty,China,99
SUP04224,Lee Inc,Germany,76
SUP04225,Stewart PLC,Japan,80
SUP04226,"Hall, Stout and Mccarty",USA,59
SUP04227,Campbell Ltd,China,78
SUP04228,Dorsey-Taylor,Singapore,32
SUP04229,Howard PLC,India,97
SUP04230,Bush and Sons,India,5
SUP04231,Williams and Sons,China,49
SUP04232,"Olson, Garcia and Wallace",India,26
SUP04233,Campbell-Hancock,India,34
SUP04234,Nolan-Mitchell,India,1
SUP04235,Morales LLC,India,67
SUP04236,"Benson, Jones and Riley",Germany,16
SUP04237,Fitzgerald LLC,China,96
SUP04238,Anderson-Lopez,China,99
SUP04239,"Watson, Smith and Mcguire",Japan,16
SUP04240,"Myers, Wyatt and Garcia",China,65
SUP04241,Lee PLC,Singapore,69
SUP04242,Valentine and Sons,Singapore,18
SUP04243,Roberts-Davis,India,59
SUP04244,"Carroll, Rosario and Davis",Japan,70
SUP04245,Farmer-Christensen,Singapore,29
SUP04246,Delgado Ltd,UK,13
SUP04247,Walters and Sons,Singapore,7
SUP04248,Watts-Barnes,Japan,74
SUP04249,"Lewis, Johnson and Vargas",India,34
SUP04250,Francis Inc,Germany,43
SUP04251,Thomas PLC,China,4
SUP04252,Thompson-Vaughan,China,87
SUP04253,"Pham, Williams and Medina",China,13
SUP04254,"Copeland, Martin and Martin",Germany,59
SUP04255,"Matthews, Garrison and Perez",UK,33
SUP04256,Reilly Inc,USA,72
SUP04257,Perez Group,UK,66
SUP04258,Gonzalez-Carpenter,Germany,67
SUP04259,Hart and Sons,China,40
SUP04260,Vang Inc,Germany,94
SUP04261,"Graves, Oliver and Santos",Germany,46
SUP04262,"Knox, Smith and Williams",USA,1
SUP04263,Kennedy and Sons,Singapore,53
SUP04264,Duffy-Keller,China,39
SUP04265,"Washington, Buckley and Graves",USA,66
SUP04266,White-Vazquez,USA,34
SUP04267,"Kennedy, Doyle and Mendez",Singapore,3
SUP04268,Yates-Travis,UK,72
SUP04269,Moore PLC,USA,57
SUP04270,Pearson and Sons,Japan,41
SUP04271,Whitehead-Craig,Japan,96
SUP04272,Webb-Hill,Japan,40
SUP04273,Gibson-Snow,India,70
SUP04274,Fuentes and Sons,Singapore,99
SUP04275,Morse-Smith,China,47
SUP04276,Jackson-Parsons,Japan,30
SUP04277,"Burke, Melton and Hawkins",USA,24
SUP04278,Christensen-Mejia,UK,68
SUP04279,Peterson Ltd,USA,3
SUP04280,"Diaz, Smith and Carlson",USA,71
SUP04281,"Howard, Johnson and Mitchell",India,36
SUP04282,Taylor PLC,China,19
SUP04283,Wallace-Caldwell,Germany,39
SUP04284,Mitchell PLC,China,34
SUP04285,"Ray, Zavala and Jones",China,70
SUP04286,Osborn Ltd,India,9
SUP04287,"Horton, Velez and Green",India,31
SUP04288,"Contreras, Shelton and Crane",Singapore,40
SUP04289,"Ramos, Phillips and Ross",Germany,46
SUP04290,Reyes-Adams,China,9
SUP04291,Black-Trujillo,USA,85
SUP04292,"Fisher, Khan and Mendoza",India,1
SUP04293,Holloway PLC,USA,49
SUP04294,Peters-Roberts,Singapore,20
SUP04295,Johnson Group,China,66
SUP04296,Norton-Jenkins,Germany,28
SUP04297,Taylor and Sons,Germany,21
SUP04298,Nichols-Perry,China,91
SUP04299,Williams and Sons,Germany,65
SUP04300,Little-Brown,Singapore,19
SUP04301,Carroll-Brown,Singapore,96
SUP04302,Bell Group,Germany,3
SUP04303,Hernandez LLC,Singapore,40
SUP04304,"Schroeder, Wade and Moore",USA,55
SUP04305,Miles-Simmons,India,3
SUP04306,Perry-Raymond,Japan,35
SUP04307,Taylor PLC,USA,40
SUP04308,Lee-Armstrong,Germany,40
SUP04309,"Little, Moran and Zhang",India,40
SUP04310,Wallace-Moran,Japan,59
SUP04311,Fernandez Inc,Singapore,65
SUP04312,"Taylor, Jackson and Cameron",India,90
SUP04313,Patton-Spears,Germany,19
SUP04314,"Turner, Gray and Crawford",Germany,90
SUP04315,Hill-Glenn,Germany,30
SUP04316,French and Sons,UK,17
SUP04317,Glass Inc,Germany,25
SUP04318,Marshall-Stanton,Singapore,17
SUP04319,Thomas PLC,Germany,79
SUP04320,Thomas LLC,China,12
SUP04321,"Beard, Burke and Robinson",USA,23
SUP04322,"Gates, Martinez and Buchanan",USA,30
SUP04323,Miller-Williams,India,48
SUP04324,Smith-Williams,Germany,67
SUP04325,Lee Group,Germany,67
SUP04326,Powers and Sons,India,96
SUP04327,Cunningham and Sons,Singapore,1
SUP04328,Turner-Galvan,Germany,74
SUP04329,"Garza, Nunez and Brown",UK,93
SUP04330,Doyle Group,Japan,52
SUP04331,Vargas PLC,China,83
SUP04332,"Schaefer, Cole and Barnes",UK,69
SUP04333,"Williams, Martin and Koch",Japan,91
SUP04334,"Daniel, Trevino and Smith",India,12
SUP04335,Rodriguez LLC,Singapore,33
SUP04336,Brennan-Ortega,Singapore,55
SUP04337,"Cunningham, Hall and Robbins",China,30
SUP04338,Vasquez-Wong,China,65
SUP04339,Riddle-Marshall,India,86
SUP04340,Curry-Patton,Japan,37
SUP04341,Webb Inc,Japan,61
SUP04342,Kim-Mendez,China,99
SUP04343,Wang-Hampton,UK,23
SUP04344,"Jenkins, Woods and Reed",Japan,76
SUP04345,Murphy-Bauer,Singapore,18
SUP04346,Dunlap-Davis,Japan,72
SUP04347,"Stewart, Wilson and Russell",Singapore,23
SUP04348,Schneider Inc,Singapore,74
SUP04349,"Robinson, Thompson and Mason",UK,91
SUP04350,Neal LLC,USA,39
SUP04351,Duran-Short,India,56
SUP04352,Gordon LLC,India,58
SUP04353,"Flores, Eaton and Thornton",Germany,24
SUP04354,Smith PLC,Germany,65
SUP04355,Stone PLC,Japan,80
SUP04356,Rasmussen and Sons,Japan,90
SUP04357,Silva-Cain,India,91
SUP04358,"Morales, Kelly and Palmer",UK,36
SUP04359,Dominguez Ltd,UK,10
SUP04360,"Anderson, Wright and Jacobson",UK,32
SUP04361,Shepherd-Davis,Japan,99
SUP04362,Hernandez LLC,India,27
SUP04363,Young-Bryant,UK,35
SUP04364,Mcguire LLC,USA,36
SUP04365,"Young, Jackson and Stephens",UK,52
SUP04366,"Simpson, Spencer and Medina",Germany,72
SUP04367,"Hamilton, Thomas and Williams",USA,54
SUP04368,"Gonzalez, Sanders and Cantrell",China,92
SUP04369,"Delgado, Lopez and Combs",Japan,27
SUP04370,Dodson Ltd,China,10
SUP04371,"Brown, Gilbert and Marquez",China,59
SUP04372,Quinn PLC,UK,29
SUP04373,Meadows Inc,China,58
SUP04374,Cooper-Collins,India,90
SUP04375,"Brooks, Scott and Duffy",Germany,34
SUP04376,"Moses, Rich and Parker",Japan,39
SUP04377,Solis-Foley,Singapore,21
SUP04378,Ayers-Holland,UK,48
SUP04379,Joyce PLC,China,63
SUP04380,"Gordon, Jones and Hansen",Japan,78
SUP04381,Smith Group,India,83
SUP04382,"Jones, Kent and Coleman",Germany,66
SUP04383,Alexander LLC,Japan,83
SUP04384,Myers Ltd,India,63
SUP04385,Maldonado-Guerrero,India,65
SUP04386,Clark LLC,Japan,62
SUP04387,Daniel and Sons,Japan,56
